Time,Latitude,Longitude,Altitude,Pressure,Temperature,Acceleration,Acceleration (x),Acceleration (y),Acceleration (z),,Velocity(z)
0.99235,-71,40,202.9435008,98915,23.4,1.095924267,0.055,0.088,1.091,,
0.995924,-71,40,203.1981922,98896,23.4,1.092105306,0.055,0.09,1.087,,
0.999541,-71,40,203.8773997,98908,23.4,1.092322755,0.056,0.092,1.087,,
1.003418,-71,40,202.603922,98905,23.4,1.095110953,0.052,0.092,1.09,,
1.007084,-71,40,203.1132944,98909,23.4,1.09997,0.053,0.09,1.095,,
1.010917,-71,40,203.7075937,98906,23.4,1.098150263,0.058,0.089,1.093,,
1.013008,-71,40,203.8773997,98909,23.4,1.0947502,0.053,0.087,1.09,,
1.014879,-71,40,202.8586051,98906,23.4,1.097835598,0.055,0.087,1.093,,
1.016732,-71,40,203.1132944,98905,23.4,1.097132626,0.056,0.09,1.092,,
1.01887,-71,40,202.6888157,98906,23.4,1.086865677,0.053,0.088,1.082,,
1.02249,-71,40,203.3679899,98906,23.4,1.093724371,0.054,0.086,1.089,,
1.026384,-71,40,202.9435008,98902,23.4,1.096202992,0.054,0.092,1.091,,
1.029861,-71,40,203.9623038,98908,23.4,1.099728603,0.053,0.087,1.095,,
1.033684,-71,40,202.4341368,98912,23.4,1.091763253,0.053,0.087,1.087,,
1.037661,-71,40,203.6226917,98899,23.4,1.097149488,0.053,0.092,1.092,,
1.04146,-71,40,203.4528898,98906,23.4,1.092023351,0.055,0.089,1.087,,
1.044365,-71,40,203.4528898,98918,23.4,1.095083558,0.058,0.088,1.09,,
1.046424,-71,40,203.1981922,98905,23.4,1.093100636,0.055,0.09,1.088,,
1.048419,-71,40,203.6226917,98915,23.4,1.095224634,0.056,0.091,1.09,,
1.050221,-71,40,203.6226917,98908,23.4,1.094959817,0.054,0.089,1.09,,
1.054085,-71,40,203.6226917,98908,23.4,1.090752493,0.051,0.088,1.086,,
1.057942,-71,40,203.1132944,98918,23.4,1.099288861,0.056,0.092,1.094,,
1.062986,-71,40,202.9435008,98911,23.4,1.093949268,0.052,0.09,1.089,,
1.066717,-71,40,203.3679899,98908,23.4,1.099023203,0.054,0.09,1.094,,
1.070427,-71,40,203.9623038,98897,23.4,1.099023203,0.054,0.09,1.094,,
1.074324,-71,40,203.6226917,98914,23.4,1.104677328,0.054,0.086,1.1,,
1.07642,-71,40,203.8773997,98896,23.4,1.100871019,0.051,0.09,1.096,,
1.078491,-71,40,203.6226917,98908,23.4,1.09166799,0.051,0.087,1.087,,
1.080581,-71,40,202.603922,98911,23.4,1.097266604,0.057,0.091,1.092,,
1.084353,-71,40,203.3679899,98905,23.4,1.093902189,0.051,0.09,1.089,,
1.08794,-71,40,203.1981922,98909,23.4,1.09507534,0.053,0.091,1.09,,
1.091844,-71,40,203.4528898,98915,23.4,1.093100636,0.055,0.09,1.088,,
1.095329,-71,40,203.1981922,98899,23.4,1.096407315,0.058,0.092,1.091,,
1.099305,-71,40,203.9623038,98911,23.4,1.094064898,0.056,0.089,1.089,,
1.102769,-71,40,204.3868346,98902,23.4,1.09112969,0.052,0.092,1.086,,
1.106712,-71,40,203.4528898,98903,23.4,1.091924448,0.053,0.089,1.087,,
1.10879,-71,40,203.8773997,98905,23.4,1.095874537,0.054,0.088,1.091,,
1.110614,-71,40,203.6226917,98902,23.4,1.096303334,0.056,0.092,1.091,,
1.114419,-71,40,203.3679899,98903,23.4,1.094934245,0.05,0.091,1.09,,
1.118338,-71,40,203.4528898,98908,23.4,1.095955291,0.054,0.089,1.091,,
1.122115,-71,40,203.4528898,98905,23.4,1.096154186,0.053,0.092,1.091,,
1.125709,-71,40,202.9435008,98918,23.4,1.090098619,0.053,0.091,1.085,,
1.129626,-71,40,202.9435008,98914,23.4,1.095745865,0.053,0.087,1.091,,
1.133122,-71,40,203.4528898,98906,23.4,1.098600473,0.057,0.095,1.093,,
1.137254,-71,40,203.4528898,98909,23.4,1.099888631,0.053,0.089,1.095,,
1.141153,-71,40,204.1321141,98900,23.4,1.095847161,0.05,0.09,1.091,,
1.145123,-71,40,203.9623038,98911,23.4,1.091183303,0.058,0.089,1.086,,
1.148957,-71,40,203.3679899,98902,23.4,1.100079088,0.05,0.093,1.095,,
1.152576,-71,40,202.8586051,98912,23.4,1.097082039,0.055,0.09,1.092,,
1.156543,-71,40,203.4528898,98905,23.4,1.091379402,0.057,0.092,1.086,,
1.16049,-71,40,203.4528898,98903,23.4,1.096137309,0.056,0.09,1.091,,
1.164079,-71,40,203.3679899,98908,23.4,1.094008227,0.058,0.087,1.089,,
1.167622,-71,40,203.8773997,98903,23.4,1.097289843,0.059,0.09,1.092,,
1.171466,-71,40,204.2170202,98911,23.4,1.09404616,0.054,0.09,1.089,,
1.175015,-71,40,203.9623038,98897,23.4,1.092857722,0.055,0.087,1.088,,
1.179325,-71,40,204.4717429,98896,23.4,1.092238985,0.056,0.091,1.087,,
1.183991,-71,40,203.4528898,98912,23.4,1.090003211,0.051,0.091,1.085,,
1.185811,-71,40,203.8773997,98906,23.4,1.096662665,0.053,0.086,1.092,,
1.187914,-71,40,203.4528898,98903,23.4,1.098027777,0.054,0.09,1.093,,
1.189727,-71,40,203.7075937,98908,23.4,1.098077411,0.055,0.09,1.093,,
1.191615,-71,40,203.7075937,98915,23.4,1.093183425,0.055,0.091,1.088,,
1.193679,-71,40,203.4528898,98911,23.4,1.089771995,0.053,0.087,1.085,,
1.195574,-71,40,203.7075937,98905,23.4,1.098150263,0.058,0.089,1.093,,
1.197347,-71,40,203.8773997,98900,23.4,1.09915513,0.055,0.091,1.094,,
1.199436,-71,40,202.6888157,98902,23.4,1.099280219,0.059,0.09,1.094,,
1.203053,-71,40,203.8773997,98899,23.4,1.08989449,0.057,0.086,1.085,,
1.208215,-71,40,203.1132944,98899,23.4,1.096036952,0.054,0.09,1.091,,
1.210273,-71,40,203.1981922,98914,23.4,1.090197688,0.055,0.091,1.085,,
1.212177,-71,40,203.1132944,98909,23.4,1.098377895,0.056,0.093,1.093,,
1.214285,-71,40,203.3679899,98902,23.4,1.095142,0.056,0.09,1.09,,
1.216185,-71,40,203.3679899,98905,23.4,1.096182923,0.05,0.094,1.091,,
1.218081,-71,40,203.1981922,98908,23.4,1.095412251,0.058,0.092,1.09,,
1.220144,-71,40,202.9435008,98905,23.4,1.093317886,0.056,0.092,1.088,,
1.221983,-71,40,203.6226917,98897,23.4,1.093949268,0.052,0.09,1.089,,
1.223784,-71,40,203.1132944,98912,23.4,1.098476672,0.061,0.091,1.093,,
1.229245,-71,40,203.6226917,98903,23.4,1.098861229,0.054,0.088,1.094,,
1.232988,-71,40,204.1321141,98900,23.4,1.09168402,0.053,0.086,1.087,,
1.235099,-71,40,203.6226917,98908,23.4,1.100901903,0.055,0.088,1.096,,
1.237171,-71,40,203.7075937,98900,23.4,1.09997,0.053,0.09,1.095,,
1.23916,-71,40,203.3679899,98914,23.4,1.088955922,0.055,0.088,1.084,,
1.241253,-71,40,203.1981922,98909,23.4,1.098429333,0.057,0.093,1.093,,
1.243131,-71,40,202.9435008,98919,23.4,1.093317886,0.056,0.092,1.088,,
1.245006,-71,40,203.8773997,98909,23.4,1.094212502,0.054,0.092,1.089,,
1.247096,-71,40,203.4528898,98908,23.4,1.102795085,0.053,0.088,1.098,,
1.250808,-71,40,204.2170202,98902,23.4,1.094799068,0.054,0.087,1.09,,
1.254278,-71,40,202.6888157,98905,23.4,1.093915445,0.053,0.089,1.089,,
1.258165,-71,40,203.4528898,98909,23.4,1.094897712,0.051,0.09,1.09,,
1.260226,-71,40,204.1321141,98902,23.4,1.092937784,0.055,0.088,1.088,,
1.262195,-71,40,203.9623038,98900,23.4,1.097995902,0.055,0.089,1.093,,
1.264242,-71,40,203.7075937,98906,23.4,1.098077411,0.055,0.09,1.093,,
1.266224,-71,40,203.6226917,98908,23.4,1.089493919,0.054,0.095,1.084,,
1.268054,-71,40,202.9435008,98918,23.4,1.096950774,0.054,0.089,1.092,,
1.270165,-71,40,203.3679899,98911,23.4,1.093997258,0.053,0.09,1.089,,
1.273846,-71,40,203.7075937,98908,23.4,1.094959817,0.054,0.089,1.09,,
1.27781,-71,40,203.6226917,98908,23.4,1.09602281,0.052,0.091,1.091,,
1.281658,-71,40,203.1981922,98912,23.4,1.092041208,0.052,0.091,1.087,,
1.283734,-71,40,203.8773997,98905,23.4,1.094128877,0.054,0.091,1.089,,
1.285786,-71,40,203.1981922,98914,23.4,1.102923841,0.054,0.089,1.098,,
1.287614,-71,40,203.3679899,98905,23.4,1.09602281,0.052,0.091,1.091,,
1.289666,-71,40,203.1981922,98905,23.4,1.093036596,0.052,0.091,1.088,,
1.291695,-71,40,203.1132944,98911,23.4,1.092290712,0.057,0.091,1.087,,
1.293566,-71,40,202.6888157,98906,23.4,1.10006818,0.055,0.09,1.095,,
1.297127,-71,40,202.3492453,98909,23.4,1.096439237,0.057,0.093,1.091,,
1.301039,-71,40,203.3679899,98905,23.4,1.09321727,0.054,0.092,1.088,,
1.304662,-71,40,203.4528898,98908,23.4,1.092222047,0.054,0.092,1.087,,
1.308563,-71,40,202.6888157,98917,23.4,1.096086675,0.055,0.09,1.091,,
1.31062,-71,40,202.9435008,98914,23.4,1.093883449,0.054,0.088,1.089,,
1.312401,-71,40,202.9435008,98915,23.4,1.093902189,0.051,0.09,1.089,,
1.314462,-71,40,203.3679899,98906,23.4,1.099888631,0.053,0.089,1.095,,
1.316306,-71,40,203.7075937,98897,23.4,1.103344461,0.062,0.089,1.098,,
1.318216,-71,40,202.8586051,98912,23.4,1.088926536,0.056,0.087,1.084,,
1.322111,-71,40,202.603922,98902,23.4,1.095063925,0.051,0.092,1.09,,
1.325863,-71,40,204.1321141,98906,23.4,1.100402654,0.055,0.094,1.095,,
1.329642,-71,40,203.7075937,98905,23.4,1.091379402,0.057,0.092,1.086,,
1.333533,-71,40,203.7075937,98911,23.4,1.096372656,0.054,0.094,1.091,,
1.337527,-71,40,202.603922,98915,23.4,1.09646067,0.059,0.092,1.091,,
1.339628,-71,40,203.1132944,98897,23.4,1.101179368,0.054,0.092,1.096,,
1.341538,-71,40,203.4528898,98900,23.4,1.096693667,0.052,0.087,1.092,,
1.343321,-71,40,202.6888157,98911,23.4,1.094297035,0.054,0.093,1.089,,
1.345401,-71,40,202.3492453,98912,23.4,1.096821316,0.053,0.088,1.092,,
1.347252,-71,40,203.3679899,98911,23.4,1.094333587,0.058,0.091,1.089,,
1.350949,-71,40,203.7075937,98906,23.4,1.09404616,0.054,0.09,1.089,,
1.35484,-71,40,203.1132944,98905,23.4,1.092077836,0.051,0.092,1.087,,
1.358478,-71,40,203.7075937,98908,23.4,1.095955291,0.054,0.089,1.091,,
1.362027,-71,40,203.1132944,98897,23.4,1.09736776,0.054,0.094,1.092,,
1.365927,-71,40,202.9435008,98902,23.4,1.100037272,0.056,0.089,1.095,,
1.36799,-71,40,203.1132944,98918,23.4,1.095060272,0.056,0.089,1.09,,
1.370107,-71,40,203.6226917,98909,23.4,1.094979452,0.056,0.088,1.09,,
1.372127,-71,40,202.6888157,98906,23.4,1.092074173,0.056,0.089,1.087,,
1.37395,-71,40,203.7075937,98911,23.4,1.090135313,0.057,0.089,1.085,,
1.377823,-71,40,202.9435008,98902,23.4,1.095988139,0.053,0.09,1.091,,
1.381443,-71,40,204.1321141,98915,23.4,1.089170326,0.056,0.09,1.084,,
1.385485,-71,40,203.1981922,98914,23.4,1.096726493,0.051,0.088,1.092,,
1.389401,-71,40,204.2170202,98906,23.4,1.098229029,0.053,0.093,1.093,,
1.39454,-71,40,202.9435008,98911,23.4,1.09635487,0.057,0.092,1.091,,
1.398324,-71,40,203.8773997,98911,23.4,1.098261808,0.057,0.091,1.093,,
1.400402,-71,40,202.9435008,98906,23.4,1.094910955,0.053,0.089,1.09,,
1.402461,-71,40,203.3679899,98912,23.4,1.09507534,0.053,0.091,1.09,,
1.404589,-71,40,203.1981922,98902,23.4,1.099424395,0.057,0.093,1.094,,
1.408503,-71,40,203.8773997,98911,23.4,1.099309329,0.053,0.094,1.094,,
1.412036,-71,40,202.603922,98911,23.4,1.098179402,0.057,0.09,1.093,,
1.415945,-71,40,203.3679899,98903,23.4,1.09509132,0.055,0.09,1.09,,
1.419711,-71,40,202.6888157,98915,23.4,1.094346837,0.055,0.093,1.089,,
1.423305,-71,40,203.6226917,98908,23.4,1.094830124,0.053,0.088,1.09,,
1.427176,-71,40,204.2170202,98911,23.4,1.099012739,0.057,0.088,1.094,,
1.431211,-71,40,204.2170202,98894,23.4,1.09610629,0.052,0.092,1.091,,
1.435047,-71,40,203.6226917,98905,23.4,1.094992694,0.053,0.09,1.09,,
1.437142,-71,40,204.1321141,98905,23.4,1.094333587,0.058,0.091,1.089,,
1.440885,-71,40,203.1132944,98905,23.4,1.094432273,0.055,0.094,1.089,,
1.444849,-71,40,203.6226917,98902,23.4,1.098926749,0.052,0.09,1.094,,
1.448427,-71,40,202.9435008,98905,23.4,1.094830124,0.053,0.088,1.09,,
1.452056,-71,40,203.6226917,98908,23.4,1.092493021,0.056,0.094,1.087,,
1.455937,-71,40,202.4341368,98915,23.4,1.091167265,0.051,0.093,1.086,,
1.459505,-71,40,203.1981922,98911,23.4,1.094432273,0.055,0.094,1.089,,
1.463183,-71,40,202.9435008,98919,23.4,1.095060272,0.056,0.089,1.09,,
1.467156,-71,40,202.4341368,98911,23.4,1.095063925,0.051,0.092,1.09,,
1.472638,-71,40,202.0945747,98909,23.4,1.101228859,0.055,0.092,1.096,,
1.4765,-71,40,202.9435008,98914,23.4,1.094178687,0.055,0.091,1.089,,
1.480437,-71,40,203.3679899,98911,23.4,1.095444202,0.057,0.093,1.09,,
1.484203,-71,40,204.8113828,98909,23.4,1.095041552,0.054,0.09,1.09,,
1.488186,-71,40,203.6226917,98908,23.4,1.097298501,0.056,0.092,1.092,,
1.491902,-71,40,202.603922,98905,23.4,1.098941764,0.054,0.089,1.094,,
1.495437,-71,40,204.2170202,98905,23.4,1.096119519,0.054,0.091,1.091,,
1.49928,-71,40,203.8773997,98899,23.4,1.094313027,0.056,0.092,1.089,,
1.502933,-71,40,202.8586051,98915,23.4,1.09396435,0.054,0.089,1.089,,
1.506679,-71,40,202.9435008,98903,23.4,1.098504893,0.06,0.092,1.093,,
1.510778,-71,40,203.9623038,98903,23.4,1.098781598,0.054,0.087,1.094,,
1.514688,-71,40,203.6226917,98909,23.4,1.097707156,0.054,0.086,1.093,,
1.518232,-71,40,202.8586051,98908,23.4,1.094262309,0.055,0.092,1.089,,
1.522199,-71,40,202.6888157,98908,23.4,1.097149488,0.053,0.092,1.092,,
1.52582,-71,40,204.1321141,98905,23.4,1.099713599,0.051,0.088,1.095,,
1.529785,-71,40,203.1981922,98906,23.4,1.094878989,0.054,0.088,1.09,,
1.533487,-71,40,204.3868346,98908,23.4,1.094064898,0.056,0.089,1.089,,
1.537107,-71,40,203.1981922,98912,23.4,1.096086675,0.055,0.09,1.091,,
1.541049,-71,40,203.6226917,98899,23.4,1.089933484,0.053,0.089,1.085,,
1.544916,-71,40,203.1981922,98911,23.4,1.095940236,0.052,0.09,1.091,,
1.548876,-71,40,203.4528898,98897,23.4,1.095496691,0.058,0.093,1.09,,
1.552944,-71,40,203.1132944,98905,23.4,1.094333587,0.053,0.094,1.089,,
1.556677,-71,40,203.6226917,98908,23.4,1.101120339,0.051,0.093,1.096,,
1.560326,-71,40,204.4717429,98915,23.4,1.099105545,0.054,0.091,1.094,,
1.56421,-71,40,203.8773997,98905,23.4,1.09213827,0.054,0.091,1.087,,
1.567888,-71,40,203.6226917,98906,23.4,1.088192079,0.053,0.092,1.083,,
1.571743,-71,40,204.1321141,98906,23.4,1.092790922,0.052,0.088,1.088,,
1.575438,-71,40,202.4341368,98903,23.4,1.094820533,0.056,0.086,1.09,,
1.579392,-71,40,202.9435008,98912,23.4,1.095974908,0.056,0.088,1.091,,
1.583326,-71,40,203.1132944,98905,23.4,1.090946836,0.055,0.088,1.086,,
1.587318,-71,40,203.6226917,98902,23.4,1.093121219,0.057,0.089,1.088,,
1.58948,-71,40,203.3679899,98906,23.4,1.091892394,0.054,0.088,1.087,,
1.591543,-71,40,203.6226917,98902,23.4,1.096935732,0.052,0.09,1.092,,
1.593514,-71,40,202.603922,98928,23.4,1.091192925,0.055,0.091,1.086,,
1.595444,-71,40,203.8773997,98902,23.4,1.091027956,0.055,0.089,1.086,,
1.597495,-71,40,202.4341368,98915,23.4,1.092173063,0.053,0.092,1.087,,
1.599319,-71,40,203.1132944,98909,23.4,1.092207856,0.057,0.09,1.087,,
1.603562,-71,40,203.6226917,98921,23.4,1.093675455,0.053,0.086,1.089,,
1.607377,-71,40,203.1981922,98914,23.4,1.098654177,0.053,0.086,1.094,,
1.611274,-71,40,203.3679899,98902,23.4,1.095946623,0.057,0.087,1.091,,
1.615232,-71,40,202.603922,98915,23.4,1.097032361,0.054,0.09,1.092,,
1.617302,-71,40,203.8773997,98912,23.4,1.094079979,0.053,0.091,1.089,,
1.61922,-71,40,203.1981922,98909,23.4,1.098450727,0.059,0.092,1.093,,
1.621252,-71,40,202.9435008,98906,23.4,1.09393327,0.055,0.088,1.089,,
1.623199,-71,40,203.1981922,98912,23.4,1.095988139,0.053,0.09,1.091,,
1.62501,-71,40,203.3679899,98917,23.4,1.097769101,0.052,0.088,1.093,,
1.627093,-71,40,202.4341368,98922,23.4,1.098926749,0.052,0.09,1.094,,
1.630806,-71,40,203.8773997,98900,23.4,1.093069531,0.056,0.089,1.088,,
1.634609,-71,40,203.4528898,98903,23.4,1.092188171,0.055,0.091,1.087,,
1.638482,-71,40,203.1981922,98908,23.4,1.093645738,0.059,0.094,1.088,,
1.640568,-71,40,204.1321141,98911,23.4,1.096287371,0.054,0.093,1.091,,
1.642613,-71,40,203.3679899,98905,23.4,1.097886606,0.059,0.085,1.093,,
1.644378,-71,40,203.3679899,98905,23.4,1.094128877,0.054,0.091,1.089,,
1.646393,-71,40,203.1132944,98899,23.4,1.09396435,0.054,0.089,1.089,,
1.648417,-71,40,203.4528898,98912,23.4,1.097271161,0.052,0.094,1.092,,
1.650326,-71,40,203.1981922,98905,23.4,1.099023203,0.054,0.09,1.094,,
1.653835,-71,40,203.1132944,98912,23.4,1.094146699,0.056,0.09,1.089,,
1.657798,-71,40,202.8586051,98908,23.4,1.093904018,0.056,0.087,1.089,,
1.661554,-71,40,202.4341368,98900,23.4,1.09383454,0.053,0.088,1.089,,
1.665488,-71,40,202.9435008,98909,23.4,1.095801989,0.049,0.09,1.091,,
1.667633,-71,40,203.4528898,98903,23.4,1.09997,0.053,0.09,1.095,,
1.669504,-71,40,203.4528898,98906,23.4,1.096630293,0.059,0.094,1.091,,
1.671638,-71,40,203.4528898,98912,23.4,1.100387659,0.058,0.092,1.095,,
1.673428,-71,40,202.4341368,98903,23.4,1.098397469,0.058,0.092,1.093,,
1.675304,-71,40,203.1981922,98914,23.4,1.098498521,0.055,0.095,1.093,,
1.678423,-71,40,203.4528898,98908,23.4,1.095906474,0.053,0.089,1.091,,
1.682088,-71,40,202.6888157,98902,23.4,1.097966757,0.051,0.091,1.093,,
1.685748,-71,40,203.1981922,98912,23.4,1.094333587,0.053,0.094,1.089,,
1.689731,-71,40,202.9435008,98909,23.4,1.092023351,0.055,0.089,1.087,,
1.693594,-71,40,203.3679899,98899,23.4,1.092105306,0.055,0.09,1.087,,
1.695653,-71,40,203.6226917,98894,23.4,1.096219868,0.056,0.091,1.091,,
1.697736,-71,40,202.9435008,98900,23.4,1.098831197,0.055,0.087,1.094,,
1.699513,-71,40,204.2170202,98905,23.4,1.09495114,0.057,0.087,1.09,,
1.701563,-71,40,203.1132944,98902,23.4,1.093512231,0.053,0.096,1.088,,
1.703358,-71,40,202.8586051,98917,23.4,1.097455238,0.062,0.09,1.092,,
1.707087,-71,40,203.7075937,98905,23.4,1.094910955,0.053,0.089,1.09,,
1.710926,-71,40,203.6226917,98906,23.4,1.099083709,0.05,0.093,1.094,,
1.714749,-71,40,203.1981922,98915,23.4,1.100087724,0.052,0.092,1.095,,
1.718737,-71,40,203.8773997,98906,23.4,1.093338465,0.053,0.094,1.088,,
1.722646,-71,40,203.4528898,98906,23.4,1.093696027,0.055,0.085,1.089,,
1.724821,-71,40,203.7075937,98900,23.4,1.092074173,0.056,0.089,1.087,,
1.726941,-71,40,204.1321141,98903,23.4,1.093183425,0.055,0.091,1.088,,
1.729016,-71,40,203.4528898,98899,23.4,1.09300183,0.053,0.09,1.088,,
1.730922,-71,40,202.0945747,98908,23.4,1.094229409,0.056,0.091,1.089,,
1.73473,-71,40,203.1132944,98909,23.4,1.097966757,0.051,0.091,1.093,,
1.73831,-71,40,203.1132944,98899,23.4,1.093151408,0.056,0.09,1.088,,
1.742215,-71,40,203.7075937,98899,23.4,1.094851588,0.05,0.09,1.09,,
1.746205,-71,40,203.3679899,98902,23.4,1.094088205,0.058,0.088,1.089,,
1.749889,-71,40,202.0945747,98912,23.4,1.094820533,0.056,0.086,1.09,,
1.753673,-71,40,203.4528898,98903,23.4,1.101130782,0.053,0.092,1.096,,
1.756332,-71,40,203.7075937,98908,23.4,1.098046447,0.056,0.089,1.093,,
1.758379,-71,40,203.6226917,98900,23.4,1.094482983,0.056,0.094,1.089,,
1.760262,-71,40,203.1132944,98919,23.4,1.100743839,0.055,0.086,1.096,,
1.764171,-71,40,203.3679899,98912,23.4,1.092125908,0.057,0.089,1.087,,
1.767799,-71,40,203.6226917,98911,23.4,1.096323857,0.058,0.091,1.091,,
1.771793,-71,40,203.1132944,98900,23.4,1.095975821,0.051,0.091,1.091,,
1.776791,-71,40,203.1981922,98909,23.4,1.094863005,0.052,0.089,1.09,,
1.780441,-71,40,203.7075937,98917,23.4,1.093938755,0.05,0.091,1.089,,
1.784356,-71,40,203.6226917,98903,23.4,1.098339201,0.06,0.09,1.093,,
1.788256,-71,40,202.8586051,98905,23.4,1.100100904,0.054,0.091,1.095,,
1.79408,-71,40,204.2170202,98906,23.4,1.100233612,0.055,0.092,1.095,,
1.796163,-71,40,203.4528898,98914,23.4,1.099205622,0.056,0.091,1.094,,
1.79974,-71,40,203.6226917,98909,23.4,1.096387705,0.056,0.093,1.091,,
1.80347,-71,40,203.3679899,98903,23.4,1.09300183,0.053,0.09,1.088,,
1.807407,-71,40,203.6226917,98919,23.4,1.095988139,0.053,0.09,1.091,,
1.810973,-71,40,201.8399105,98912,23.4,1.097920762,0.05,0.091,1.093,,
1.814894,-71,40,203.1132944,98916,23.4,1.090064677,0.054,0.09,1.085,,
1.818778,-71,40,202.6888157,98918,23.4,1.101032697,0.056,0.089,1.096,,
1.82256,-71,40,203.7075937,98918,23.4,1.098293677,0.056,0.092,1.093,,
1.826656,-71,40,203.8773997,98911,23.4,1.089305283,0.057,0.091,1.084,,
1.831514,-71,40,203.1981922,98903,23.4,1.098941764,0.054,0.089,1.094,,
1.835437,-71,40,203.3679899,98903,23.4,1.099700868,0.059,0.095,1.094,,
1.839381,-71,40,203.7075937,98903,23.4,1.097236529,0.058,0.09,1.092,,
1.843107,-71,40,203.7075937,98905,23.4,1.097915297,0.055,0.088,1.093,,
1.846815,-71,40,203.4528898,98903,23.4,1.09734999,0.057,0.092,1.092,,
1.850741,-71,40,202.6888157,98909,23.4,1.09404616,0.054,0.09,1.089,,
1.854416,-71,40,202.6888157,98911,23.4,1.092981702,0.049,0.092,1.088,,
1.858305,-71,40,203.6226917,98908,23.4,1.092207856,0.057,0.09,1.087,,
1.861832,-71,40,203.6226917,98909,23.4,1.09509132,0.055,0.09,1.09,,
1.86529,-71,40,202.603922,98908,23.4,1.090896879,0.054,0.088,1.086,,
1.869275,-71,40,203.8773997,98908,23.4,1.090182554,0.053,0.092,1.085,,
1.871398,-71,40,202.8586051,98918,23.4,1.094229409,0.056,0.091,1.089,,
1.873275,-71,40,202.9435008,98911,23.4,1.096854138,0.052,0.089,1.092,,
1.875346,-71,40,203.7075937,98916,23.4,1.093853281,0.055,0.087,1.089,,
1.877361,-71,40,202.603922,98915,23.4,1.097032361,0.054,0.09,1.092,,
1.87932,-71,40,203.4528898,98916,23.4,1.092055402,0.054,0.09,1.087,,
1.881405,-71,40,203.1981922,98915,23.4,1.10006818,0.055,0.09,1.095,,
1.883339,-71,40,203.4528898,98903,23.4,1.088001379,0.047,0.093,1.083,,
1.885519,-71,40,202.9435008,98917,23.4,1.095955291,0.054,0.089,1.091,,
1.88747,-71,40,203.3679899,98911,23.4,1.092778111,0.058,0.084,1.088,,
1.891477,-71,40,203.9623038,98908,23.4,1.095292198,0.054,0.093,1.09,,
1.893544,-71,40,202.8586051,98905,23.4,1.093050776,0.054,0.09,1.088,,
1.895458,-71,40,202.9435008,98909,23.4,1.095858568,0.052,0.089,1.091,,
1.897492,-71,40,203.6226917,98908,23.4,1.093036596,0.052,0.091,1.088,,
1.899636,-71,40,203.9623038,98903,23.4,1.093724371,0.054,0.086,1.089,,
1.90145,-71,40,203.4528898,98909,23.4,1.096219868,0.056,0.091,1.091,,
1.903432,-71,40,203.1132944,98902,23.4,1.099065057,0.058,0.088,1.094,,
1.905481,-71,40,203.8773997,98906,23.4,1.092937784,0.055,0.088,1.088,,
1.907438,-71,40,202.603922,98908,23.4,1.094333587,0.058,0.091,1.089,,
1.911077,-71,40,203.1132944,98921,23.4,1.093853281,0.055,0.087,1.089,,
1.914976,-71,40,203.4528898,98912,23.4,1.09503105,0.057,0.088,1.09,,
1.917108,-71,40,202.603922,98906,23.4,1.095745865,0.053,0.087,1.091,,
1.91919,-71,40,203.7075937,98912,23.4,1.095207743,0.054,0.092,1.09,,
1.921043,-71,40,203.1981922,98900,23.4,1.10077291,0.054,0.087,1.096,,
1.923028,-71,40,203.9623038,98903,23.4,1.095940236,0.052,0.09,1.091,,
1.925121,-71,40,203.4528898,98899,23.4,1.09677345,0.052,0.088,1.092,,
1.92692,-71,40,203.8773997,98906,23.4,1.094297035,0.054,0.093,1.089,,
1.928778,-71,40,203.4528898,98903,23.4,1.092937784,0.055,0.088,1.088,,
1.932652,-71,40,203.3679899,98912,23.4,1.095825716,0.053,0.088,1.091,,
1.936246,-71,40,203.3679899,98912,23.4,1.094979452,0.056,0.088,1.09,,
1.940117,-71,40,203.4528898,98908,23.4,1.094031992,0.052,0.091,1.089,,
1.942212,-71,40,203.8773997,98905,23.4,1.094095974,0.055,0.09,1.089,,
1.944127,-71,40,203.4528898,98909,23.4,1.094346837,0.055,0.093,1.089,,
1.946178,-71,40,203.1981922,98905,23.4,1.0937742,0.05,0.089,1.089,,
1.948103,-71,40,204.1321141,98903,23.4,1.098293677,0.056,0.092,1.093,,
1.950882,-71,40,203.6226917,98914,23.4,1.101083103,0.052,0.092,1.096,,
1.952968,-71,40,203.3679899,98903,23.4,1.089069327,0.054,0.09,1.084,,
1.956531,-71,40,203.4528898,98915,23.4,1.097132626,0.056,0.09,1.092,,
1.960193,-71,40,203.4528898,98905,23.4,1.095164371,0.058,0.089,1.09,,
1.964118,-71,40,203.3679899,98902,23.4,1.099476694,0.058,0.093,1.094,,
1.966182,-71,40,203.3679899,98912,23.4,1.096137309,0.056,0.09,1.091,,
1.968043,-71,40,203.7075937,98912,23.4,1.094106942,0.05,0.093,1.089,,
1.970106,-71,40,203.8773997,98902,23.4,1.092968893,0.054,0.089,1.088,,
1.971981,-71,40,203.1132944,98897,23.4,1.095243352,0.053,0.093,1.09,,
1.974058,-71,40,204.2170202,98897,23.4,1.096188852,0.057,0.09,1.091,,
1.976035,-71,40,203.6226917,98911,23.4,1.099056868,0.053,0.091,1.094,,
1.977868,-71,40,202.6888157,98912,23.4,1.099737241,0.046,0.091,1.095,,
1.981713,-71,40,203.1981922,98909,23.4,1.098097901,0.057,0.089,1.093,,
